election,state,county,precinct,jurisdiction,office,candidate,party,vote_mode,votes,writein,result_status,source_url,source_filename,datetime_retrieved
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,DONALD J TRUMP,REP,TOTAL,370,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,CHASE OLIVER,LIB,ELECTION DAY,4,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,CHASE OLIVER,LIB,PROVISIONAL,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,CHASE OLIVER,LIB,MAIL-IN,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,CHASE OLIVER,LIB,TOTAL,4,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,JILL STEIN,GRN,ELECTION DAY,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,JILL STEIN,GRN,PROVISIONAL,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,JILL STEIN,GRN,MAIL-IN,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,JILL STEIN,GRN,TOTAL,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,UNITED STATES SENATOR,ROBERT P CASEY JR,DEM,ELECTION DAY,42,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
